DATETIME,LATITUDE,LONGITUDE
2021-12-01 21:32:14,41.54784453333333,-70.61113100000001
2021-12-01 21:32:44,41.54782669999999,-70.61111986666667
2021-12-01 21:33:14,41.54776673333334,-70.61116770000002
2021-12-01 21:33:44,41.547740699999984,-70.61117613333336
2021-12-01 21:34:14,41.54770976666666,-70.61111179999999
2021-12-01 21:34:44,41.54776736666668,-70.6111472
2021-12-01 21:35:15,41.54777264000001,-70.61116471999999
2021-12-01 21:35:44,41.5478747,-70.61122446666667
2021-12-01 21:36:14,41.54791096666667,-70.61120233333332
2021-12-01 21:36:44,41.547911566666656,-70.61117783333334
2021-12-01 21:37:11,41.54790695833333,-70.61113058333335
2021-12-01 21:37:26,41.54792583333333,-70.61114683333334
2021-12-01 21:37:44,41.54789096666668,-70.61114870000002
2021-12-01 21:38:14,41.547876299999984,-70.61109336666664
2021-12-01 21:38:44,41.54787563333333,-70.61106339999999
2021-12-01 21:39:14,41.54786010000001,-70.61103189999999
2021-12-01 21:39:44,41.54789019999997,-70.61106216666664
2021-12-01 21:40:14,41.54789553333335,-70.61108129999998
2021-12-01 21:40:44,41.54791269999998,-70.61107233333334
2021-12-01 21:41:14,41.54792463333332,-70.6110317333333
2021-12-01 21:41:44,41.54795746666667,-70.61106679999999
2021-12-01 21:42:14,41.54792720000001,-70.61107573333334
2021-12-01 21:42:44,41.54789533333335,-70.61108986666669
2021-12-01 21:43:14,41.54783946666666,-70.61113150000003
2021-12-01 21:43:44,41.54782103333333,-70.6111919
2021-12-01 21:44:14,41.54780970000001,-70.6112148
2021-12-01 21:44:44,41.54780593333336,-70.61126213333331
2021-12-01 21:45:14,41.5477724,-70.61123373333335
2021-12-01 21:45:44,41.54771936666666,-70.61119479999999
2021-12-01 21:46:14,41.54774096666666,-70.6111623
2021-12-01 21:46:44,41.54768540000001,-70.61113023333334
2021-12-01 21:47:11,41.54768495833333,-70.611073625
2021-12-01 21:47:26,41.54770833333333,-70.61105283333332
2021-12-01 21:47:44,41.54769046666667,-70.6110268
2021-12-01 21:48:14,41.5476013,-70.61095589999998
2021-12-01 21:48:44,41.5476973,-70.61092790000001
2021-12-01 21:49:14,41.5477761,-70.6109582
2021-12-01 21:49:44,41.54779676666666,-70.61103056666666
2021-12-01 21:50:14,41.54779253333333,-70.6110921
2021-12-01 21:50:44,41.54781496666668,-70.61108670000002
2021-12-01 21:51:14,41.547856566666695,-70.6111199
2021-12-01 21:51:44,41.54783806666665,-70.61109983333333
2021-12-01 21:52:14,41.54782900000001,-70.61110563333334
2021-12-01 21:52:44,41.54784676666668,-70.61116406666666
2021-12-01 21:53:14,41.547820533333336,-70.61127866666668
2021-12-01 21:53:44,41.54781186666667,-70.6113021
2021-12-01 21:54:14,41.547810166666665,-70.61130196666669
2021-12-01 21:54:44,41.54779526666666,-70.61131256666667
2021-12-01 21:55:14,41.54779239999999,-70.61130373333334
2021-12-01 21:55:44,41.54779249999999,-70.61129456666669
2021-12-01 21:56:14,41.54779253333332,-70.61129200000003
2021-12-01 21:56:44,41.54777663333333,-70.61125820000001
2021-12-01 21:57:11,41.54776679166668,-70.61119791666665
2021-12-01 21:57:26,41.547764,-70.61122066666667
2021-12-01 21:57:44,41.54779743333334,-70.6112202
2021-12-01 21:58:14,41.54781640000001,-70.61125723333335
2021-12-01 21:58:44,41.547822033333325,-70.61125239999997
2021-12-01 21:59:14,41.547822100000005,-70.61124969999997
2021-12-01 21:59:44,41.547785466666674,-70.61122413333334
2021-12-01 22:00:14,41.54773056666668,-70.6111961
2021-12-01 22:00:44,41.54776996666667,-70.61114549999999
2021-12-01 22:01:14,41.54777663333335,-70.61114153333331
2021-12-01 22:01:44,41.54778259999999,-70.61113999999999
2021-12-01 22:02:14,41.54778339999999,-70.61113999999999
2021-12-01 22:02:44,41.54778499999998,-70.61113999999999
2021-12-01 22:03:14,41.54778619999998,-70.61113953333331
2021-12-01 22:03:44,41.54778843333333,-70.61113853333333
2021-12-01 22:04:14,41.547792,-70.61113999999999
2021-12-01 22:04:44,41.547792,-70.61113999999999
2021-12-01 22:05:14,41.54779053333332,-70.61112669999997
2021-12-01 22:05:44,41.54780753333333,-70.61112623333334
2021-12-01 22:06:14,41.54780993333336,-70.61108429999999
2021-12-01 22:06:44,41.54782579999999,-70.61110036666669
