DATETIME,TEMPERATURE,PRESSURE,LATITUDE,LONGITUDE
2022-01-18 15:19:13,2.6,1.1,41.537076,-70.642498
2022-01-18 15:19:33,2.7,1.4,41.537076,-70.642498
