DATETIME,TEMPERATURE,PRESSURE,LATITUDE,LONGITUDE
2022-01-19 19:14:08,25.3,0.9,41.547972,-70.611048
2022-01-19 19:14:17,22.1,1.9,41.547972,-70.611048
