Time,Conductivity,Temperature,Pressure,Sea pressure,Depth,Salinity,Speed of sound,Specific conductivity,Density anomaly
1/24/2022 7:08:51,30.45173454,4.013916016,30.93997192,20.80747223,20.63779449,32.48233795,1463.780762,50823.55078,25.87968072
1/24/2022 7:08:51,30.45564651,4.018249512,31.05888748,20.92638779,20.75573921,32.48258972,1463.801147,50823.05859,25.88000843
1/24/2022 7:08:51,30.45509911,4.018768311,31.17619324,21.04369354,20.87208939,32.48137283,1463.803589,50821.30859,25.87953817
1/24/2022 7:08:51,30.45610809,4.019317627,31.27835846,21.14585876,20.9734211,32.48195648,1463.80835,50822.09766,25.88042521
1/24/2022 7:08:51,30.45417213,4.021728516,31.38021088,21.24771118,21.07444191,32.47723007,1463.813965,50814.96094,25.87690633
1/24/2022 7:08:51,30.45070076,4.023193359,31.47404861,21.34154892,21.1675148,32.47163773,1463.814331,50806.80078,25.87275529
1/24/2022 7:08:51,30.45051003,4.022186279,31.59472275,21.46222305,21.28720474,32.47235107,1463.812988,50808.11328,25.87398574
1/24/2022 7:08:51,30.45503807,4.021057129,31.67502213,21.54252243,21.3668499,32.4787674,1463.817871,50817.5,25.87957225
1/24/2022 7:08:52,30.46261597,4.021148682,31.76495743,21.63245773,21.45605087,32.48757172,1463.831177,50829.99219,25.8869811
1/24/2022 7:08:52,30.4637928,4.020629883,31.84946823,21.71696854,21.53987312,32.48942566,1463.832642,50832.79688,25.88890083
1/24/2022 7:08:52,30.46021271,4.021972656,31.93757248,21.80507278,21.6272583,32.48382568,1463.83252,50824.64844,25.88472894
1/24/2022 7:08:52,30.45931816,4.0234375,32.04440308,21.91190338,21.73321915,32.48125839,1463.837158,50820.78125,25.88304284
1/24/2022 7:08:52,30.4566555,4.023132324,32.14565659,22.01315689,21.83364677,32.47837067,1463.83374,50816.83203,25.88125106
1/24/2022 7:08:52,30.46726799,4.022979736,32.22763443,22.09513474,21.91495514,32.49099731,1463.850708,50834.79297,25.89168471
1/24/2022 7:08:52,30.47635078,4.023498535,32.3041153,22.1716156,21.9908123,32.50115585,1463.867065,50849.10547,25.90006464
1/24/2022 7:08:52,30.47841454,4.022979736,32.36255646,22.23005676,22.04877663,32.50407791,1463.869751,50853.39063,25.90271149
1/24/2022 7:08:53,30.48012733,4.023101807,32.40639496,22.27389526,22.09225845,32.50595474,1463.873291,50856.04688,25.90439594
1/24/2022 7:08:53,30.47519493,4.02166748,32.46957016,22.33707047,22.15491867,32.50152206,1463.862671,50850.14453,25.90131005
1/24/2022 7:08:53,30.4770298,4.018707275,32.55370331,22.42120361,22.23836517,32.50659561,1463.858154,50858,25.90602852
1/24/2022 7:08:53,30.47881699,4.01763916,32.64004517,22.50754547,22.32400322,32.5097084,1463.859131,50862.71094,25.90901171
1/24/2022 7:08:53,30.479496,4.017272949,32.7324295,22.59992981,22.41563416,32.51082611,1463.860596,50864.44141,25.910368
1/24/2022 7:08:53,30.4775486,4.017700195,32.84117126,22.70867157,22.523489,32.5080452,1463.860596,50860.5,25.90862359
1/24/2022 7:08:53,30.47665977,4.01776123,32.94800568,22.81550598,22.62945175,32.50688553,1463.861084,50858.92188,25.90819507
1/24/2022 7:08:53,30.48059464,4.017791748,33.06218719,22.9296875,22.74270248,32.51143265,1463.868774,50865.43359,25.91233966
1/24/2022 7:08:54,30.48032761,4.020172119,33.16290283,23.03040314,22.84259796,32.50870895,1463.876953,50861.12891,25.91040994
1/24/2022 7:08:54,30.48110962,4.021575928,33.26247025,23.12997055,22.94135284,32.50818634,1463.883789,50860.15625,25.91032088
